recommendation,in_manifest,public_score,public_f1,public_ap,vs_v1824a_role_changes,vs_v1824a_score_mae,vs_v1824a_score_change_gt_0p05,vs_current_role_changes,vs_current_score_mae,vs_current_score_change_gt_0p05,shared_private_rows,private_rows,public_matched,public_rows,manifest_match_type,manifest_group,manifest_order,manifest_candidate,manifest_signature_matches,private_path,public_path,sha256,prediction_signature
not_preferred,no,0.574602733271,0.508063954617,0.618961919041,0,0.049064,151,10,0.058536,113,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1853g_alpha0p7_scoreblend_private.csv,experiments/submissions/submission_v1863_v1853g_alpha0p7_scoreblend_public.csv,c0b1566c6adaef52923435b55511c2758058c3df7f694925d44c01c5a47d4a3f,22c0e69964f1a2dd47d040dc0e958695e3daa6091394735ec4e364ae9529d32b
not_preferred,no,0.574602733271,0.508063954617,0.618961919041,0,0.049064,151,10,0.058536,113,397,397,276,276,none,,,,,experiments/submissions/submission_v1863j_v1853g_alpha0p7_scoreblend_private.csv,experiments/submissions/submission_v1863j_v1853g_alpha0p7_scoreblend_public.csv,c0b1566c6adaef52923435b55511c2758058c3df7f694925d44c01c5a47d4a3f,22c0e69964f1a2dd47d040dc0e958695e3daa6091394735ec4e364ae9529d32b
not_preferred,no,0.573328707425,0.508063954617,0.616838542631,0,0.049492,96,10,0.055944,97,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1856g_alpha0p85_scoreblend_private.csv,experiments/submissions/submission_v1863_v1856g_alpha0p85_scoreblend_public.csv,f13c93479de020091c6f7b41a7024a9a72c31bbc2bd294d6962d3ba211320324,88f7f3f32d81a2944ee9b4ff4d07a187d36fc8c97ef46deb72e41d9fc0b292d3
not_preferred,no,0.573328707425,0.508063954617,0.616838542631,0,0.049492,96,10,0.055944,97,397,397,276,276,none,,,,,experiments/submissions/submission_v1863e_v1856g_alpha0p85_scoreblend_private.csv,experiments/submissions/submission_v1863e_v1856g_alpha0p85_scoreblend_public.csv,f13c93479de020091c6f7b41a7024a9a72c31bbc2bd294d6962d3ba211320324,88f7f3f32d81a2944ee9b4ff4d07a187d36fc8c97ef46deb72e41d9fc0b292d3
not_preferred,no,0.573151305014,0.508063954617,0.616542871946,0,0.038550,98,10,0.052330,97,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1853g_alpha0p55_scoreblend_private.csv,experiments/submissions/submission_v1863_v1853g_alpha0p55_scoreblend_public.csv,b0fa9a11a182a240c87c351a9931ef5d6eed6c82ae1f713313330cc846ab2017,7e101eb179245d84a4ed600e3935a4fe810793c29a719d881bd4393257a2e603
not_preferred,no,0.573151305014,0.508063954617,0.616542871946,0,0.038550,98,10,0.052330,97,397,397,276,276,none,,,,,experiments/submissions/submission_v1863i_v1853g_alpha0p55_scoreblend_private.csv,experiments/submissions/submission_v1863i_v1853g_alpha0p55_scoreblend_public.csv,b0fa9a11a182a240c87c351a9931ef5d6eed6c82ae1f713313330cc846ab2017,7e101eb179245d84a4ed600e3935a4fe810793c29a719d881bd4393257a2e603
not_preferred,no,0.571771490107,0.508063954617,0.614243180434,0,0.028036,81,10,0.046124,88,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1853g_alpha0p4_scoreblend_private.csv,experiments/submissions/submission_v1863_v1853g_alpha0p4_scoreblend_public.csv,7730b95fad099a4c2dba62f5d1ce9db03b1271473a02bfd976fa91188744f421,bdee1b2e400deaf9115fd152f605b817cc186462cda72ee5f2c6082210378ec6
not_preferred,no,0.571771490107,0.508063954617,0.614243180434,0,0.028036,81,10,0.046124,88,397,397,276,276,none,,,,,experiments/submissions/submission_v1863h_v1853g_alpha0p4_scoreblend_private.csv,experiments/submissions/submission_v1863h_v1853g_alpha0p4_scoreblend_public.csv,7730b95fad099a4c2dba62f5d1ce9db03b1271473a02bfd976fa91188744f421,bdee1b2e400deaf9115fd152f605b817cc186462cda72ee5f2c6082210378ec6
not_preferred,no,0.570326993914,0.508063954617,0.611835686779,0,0.040758,94,10,0.051850,100,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1856g_alpha0p7_scoreblend_private.csv,experiments/submissions/submission_v1863_v1856g_alpha0p7_scoreblend_public.csv,ea8ae6728277a3aed41f16166f75aa0a6201a3c20f77acaa8be7cffef0b67ba1,1c3b6cb634df9267521aad395c013852b6357e18e4421d3875fd8b5a0e74fb36
not_preferred,no,0.570326993914,0.508063954617,0.611835686779,0,0.040758,94,10,0.051850,100,397,397,276,276,none,,,,,experiments/submissions/submission_v1863d_v1856g_alpha0p7_scoreblend_private.csv,experiments/submissions/submission_v1863d_v1856g_alpha0p7_scoreblend_public.csv,ea8ae6728277a3aed41f16166f75aa0a6201a3c20f77acaa8be7cffef0b67ba1,1c3b6cb634df9267521aad395c013852b6357e18e4421d3875fd8b5a0e74fb36
not_preferred,no,0.570193761212,0.508063954617,0.611613632276,0,0.023503,63,10,0.039236,70,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1848g_alpha0p55_scoreblend_private.csv,experiments/submissions/submission_v1863_v1848g_alpha0p55_scoreblend_public.csv,17e5f705b8236d48a2cec395069eae940c722e068c524305743a489390666d5e,2b058104be58da7f8fa27eb6a8620545df4b5c687337a2bcba09fe09071d0768
not_preferred,no,0.570193761212,0.508063954617,0.611613632276,0,0.023503,63,10,0.039236,70,397,397,276,276,none,,,,,experiments/submissions/submission_v1863u_v1848g_alpha0p55_scoreblend_private.csv,experiments/submissions/submission_v1863u_v1848g_alpha0p55_scoreblend_public.csv,17e5f705b8236d48a2cec395069eae940c722e068c524305743a489390666d5e,2b058104be58da7f8fa27eb6a8620545df4b5c687337a2bcba09fe09071d0768
not_preferred,no,0.570193761212,0.508063954617,0.611613632276,0,0.032155,94,10,0.047887,101,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1850g_alpha0p55_scoreblend_private.csv,experiments/submissions/submission_v1863_v1850g_alpha0p55_scoreblend_public.csv,2ff22df82d073f7e699560b3f722629850137500e2beac457303db843b37c05e,812df9e9993cad227419d4436bd2fd516226f284d22062991dfc4f61373bbffa
not_preferred,no,0.570193761212,0.508063954617,0.611613632276,0,0.032155,94,10,0.047887,101,397,397,276,276,none,,,,,experiments/submissions/submission_v1863o_v1850g_alpha0p55_scoreblend_private.csv,experiments/submissions/submission_v1863o_v1850g_alpha0p55_scoreblend_public.csv,2ff22df82d073f7e699560b3f722629850137500e2beac457303db843b37c05e,812df9e9993cad227419d4436bd2fd516226f284d22062991dfc4f61373bbffa
not_preferred,no,0.569637202594,0.508063954617,0.610686034579,0,0.017523,36,10,0.039918,45,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1853g_alpha0p25_scoreblend_private.csv,experiments/submissions/submission_v1863_v1853g_alpha0p25_scoreblend_public.csv,5ea62517a9f90a71d5983e17f7152f9ca0883101e37908b3b84c3420b0dd2d06,a75e5bb45df18fc4e035fa7558671f36b3c8999830a1505be92cc581bcc07aaa
not_preferred,no,0.569637202594,0.508063954617,0.610686034579,0,0.017523,36,10,0.039918,45,397,397,276,276,none,,,,,experiments/submissions/submission_v1863g_v1853g_alpha0p25_scoreblend_private.csv,experiments/submissions/submission_v1863g_v1853g_alpha0p25_scoreblend_public.csv,5ea62517a9f90a71d5983e17f7152f9ca0883101e37908b3b84c3420b0dd2d06,a75e5bb45df18fc4e035fa7558671f36b3c8999830a1505be92cc581bcc07aaa
not_preferred,no,0.569139645886,0.508063954617,0.609856773399,0,0.032024,91,10,0.047757,98,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1856g_alpha0p55_scoreblend_private.csv,experiments/submissions/submission_v1863_v1856g_alpha0p55_scoreblend_public.csv,fec653f9cc2335290b92b10fb86dd3dba191e985faea43bb859166c4764fcc9b,2c593da091830536bceeb5147694d6e44c85735f9a3c12c601c9025ada178625
not_preferred,no,0.569139645886,0.508063954617,0.609856773399,0,0.032024,91,10,0.047757,98,397,397,276,276,none,,,,,experiments/submissions/submission_v1863c_v1856g_alpha0p55_scoreblend_private.csv,experiments/submissions/submission_v1863c_v1856g_alpha0p55_scoreblend_public.csv,fec653f9cc2335290b92b10fb86dd3dba191e985faea43bb859166c4764fcc9b,2c593da091830536bceeb5147694d6e44c85735f9a3c12c601c9025ada178625
not_preferred,no,0.568366502162,0.508063954617,0.608568200526,0,0.017093,57,10,0.037467,64,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1848g_alpha0p4_scoreblend_private.csv,experiments/submissions/submission_v1863_v1848g_alpha0p4_scoreblend_public.csv,eeb2d8bc9b961b61954afd9389c359046777cbeab799d5cb32ae3e1adb359bce,977f47d150957c6e798eceffe0d6ddd31253689c14095607501573bb581716a5
not_preferred,no,0.568366502162,0.508063954617,0.608568200526,0,0.017093,57,10,0.037467,64,397,397,276,276,none,,,,,experiments/submissions/submission_v1863t_v1848g_alpha0p4_scoreblend_private.csv,experiments/submissions/submission_v1863t_v1848g_alpha0p4_scoreblend_public.csv,eeb2d8bc9b961b61954afd9389c359046777cbeab799d5cb32ae3e1adb359bce,977f47d150957c6e798eceffe0d6ddd31253689c14095607501573bb581716a5
not_preferred,no,0.568366502162,0.508063954617,0.608568200526,0,0.023385,83,10,0.043758,90,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1850g_alpha0p4_scoreblend_private.csv,experiments/submissions/submission_v1863_v1850g_alpha0p4_scoreblend_public.csv,0464762015a423c6a998f9e2b72e0943dddd5bed4f215130887c2bef054c090b,536e0e46205ce4495ca9efaaba973e13fb008be72233a92e9f1bac729b184ec9
not_preferred,no,0.568366502162,0.508063954617,0.608568200526,0,0.023385,83,10,0.043758,90,397,397,276,276,none,,,,,experiments/submissions/submission_v1863n_v1850g_alpha0p4_scoreblend_private.csv,experiments/submissions/submission_v1863n_v1850g_alpha0p4_scoreblend_public.csv,0464762015a423c6a998f9e2b72e0943dddd5bed4f215130887c2bef054c090b,536e0e46205ce4495ca9efaaba973e13fb008be72233a92e9f1bac729b184ec9
not_preferred,no,0.568229705101,0.508063954617,0.608340205423,0,0.023290,82,10,0.043664,89,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1856g_alpha0p4_scoreblend_private.csv,experiments/submissions/submission_v1863_v1856g_alpha0p4_scoreblend_public.csv,31a654a364c9e1c9ebc8745263ed2f168d399fea2e752a05e7ab76c3608742af,47b83b5b9becf4fbae2e7be23e1dfa2e4865d8a000beb67cb3a6eba0184b17df
not_preferred,no,0.568229705101,0.508063954617,0.608340205423,0,0.023290,82,10,0.043664,89,397,397,276,276,none,,,,,experiments/submissions/submission_v1863b_v1856g_alpha0p4_scoreblend_private.csv,experiments/submissions/submission_v1863b_v1856g_alpha0p4_scoreblend_public.csv,31a654a364c9e1c9ebc8745263ed2f168d399fea2e752a05e7ab76c3608742af,47b83b5b9becf4fbae2e7be23e1dfa2e4865d8a000beb67cb3a6eba0184b17df
not_preferred,no,0.567951049507,0.508063954617,0.607875779434,0,0.008508,12,10,0.024240,21,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1846g_alpha0p55_scoreblend_private.csv,experiments/submissions/submission_v1863_v1846g_alpha0p55_scoreblend_public.csv,8a96aa94ec6fa00c899d32636d5dddb6a196d3bb58417a11bce300ca1f461c5d,c2fbe25d99bbac2503b92d072233a0bc4f7016eafc797b8349cf0b05bfbc9334
not_preferred,no,0.567951049507,0.508063954617,0.607875779434,0,0.008508,12,10,0.024240,21,397,397,276,276,none,,,,,experiments/submissions/submission_v1863{_v1846g_alpha0p55_scoreblend_private.csv,experiments/submissions/submission_v1863{_v1846g_alpha0p55_scoreblend_public.csv,8a96aa94ec6fa00c899d32636d5dddb6a196d3bb58417a11bce300ca1f461c5d,c2fbe25d99bbac2503b92d072233a0bc4f7016eafc797b8349cf0b05bfbc9334
not_preferred,no,0.567951049507,0.508063954617,0.607875779434,0,0.010828,12,10,0.021920,20,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1846g_alpha0p7_scoreblend_private.csv,experiments/submissions/submission_v1863_v1846g_alpha0p7_scoreblend_public.csv,5e90bd8690ac9154725516fa0224059a7c5854a08abf284fdc690f7f9d998399,dcb21d2a7bb90c30092f5b7fa8d966db37f0c35243bac3265e0a8dbb0e2f73b2
not_preferred,no,0.567951049507,0.508063954617,0.607875779434,0,0.010828,12,10,0.021920,20,397,397,276,276,none,,,,,experiments/submissions/submission_v1863|_v1846g_alpha0p7_scoreblend_private.csv,experiments/submissions/submission_v1863|_v1846g_alpha0p7_scoreblend_public.csv,5e90bd8690ac9154725516fa0224059a7c5854a08abf284fdc690f7f9d998399,dcb21d2a7bb90c30092f5b7fa8d966db37f0c35243bac3265e0a8dbb0e2f73b2
not_preferred,no,0.567951049507,0.508063954617,0.607875779434,0,0.013148,13,10,0.019600,16,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1846g_alpha0p85_scoreblend_private.csv,experiments/submissions/submission_v1863_v1846g_alpha0p85_scoreblend_public.csv,d3ec74db415e5c98eb67fe6dbbfbde222cda9de4e1d7488aa0df2c3aa8ad4093,f33dc3cb18f61c8bac4cb5751b9fd67477789e97e53189ae09bca5cad35130a1
not_preferred,no,0.567951049507,0.508063954617,0.607875779434,0,0.013148,13,10,0.019600,16,397,397,276,276,none,,,,,experiments/submissions/submission_v1863}_v1846g_alpha0p85_scoreblend_private.csv,experiments/submissions/submission_v1863}_v1846g_alpha0p85_scoreblend_public.csv,d3ec74db415e5c98eb67fe6dbbfbde222cda9de4e1d7488aa0df2c3aa8ad4093,f33dc3cb18f61c8bac4cb5751b9fd67477789e97e53189ae09bca5cad35130a1
not_preferred,no,0.567504924684,0.508063954617,0.607132238063,0,0.006187,12,10,0.026561,21,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1846g_alpha0p4_scoreblend_private.csv,experiments/submissions/submission_v1863_v1846g_alpha0p4_scoreblend_public.csv,1e5723cc0fc033c0b189de042c6fb478a8de9d21b2149b605fbcaccf10a3e4b3,ee09d9bdfc251fc78080577a275a8d36dc44e124f7c340aa1e022cdeebb23ec0
not_preferred,no,0.567504924684,0.508063954617,0.607132238063,0,0.006187,12,10,0.026561,21,397,397,276,276,none,,,,,experiments/submissions/submission_v1863z_v1846g_alpha0p4_scoreblend_private.csv,experiments/submissions/submission_v1863z_v1846g_alpha0p4_scoreblend_public.csv,1e5723cc0fc033c0b189de042c6fb478a8de9d21b2149b605fbcaccf10a3e4b3,ee09d9bdfc251fc78080577a275a8d36dc44e124f7c340aa1e022cdeebb23ec0
not_preferred,no,0.566040103302,0.508063954617,0.604690869092,0,0.014557,37,10,0.039570,46,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1856g_alpha0p25_scoreblend_private.csv,experiments/submissions/submission_v1863_v1856g_alpha0p25_scoreblend_public.csv,75c6783416ed58a365596cefba730ff856b97349e932de670310c4d094951a69,952038f54b4f6228c8ea36f3022933fac6bffd9d194842b709f3c71b231a30c4
not_preferred,no,0.566040103302,0.508063954617,0.604690869092,0,0.014557,37,10,0.039570,46,397,397,276,276,none,,,,,experiments/submissions/submission_v1863a_v1856g_alpha0p25_scoreblend_private.csv,experiments/submissions/submission_v1863a_v1856g_alpha0p25_scoreblend_public.csv,75c6783416ed58a365596cefba730ff856b97349e932de670310c4d094951a69,952038f54b4f6228c8ea36f3022933fac6bffd9d194842b709f3c71b231a30c4
not_preferred,no,0.565530443605,0.508063954617,0.603841436264,0,0.010683,41,10,0.035697,50,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1848g_alpha0p25_scoreblend_private.csv,experiments/submissions/submission_v1863_v1848g_alpha0p25_scoreblend_public.csv,8e14c74ce64912a8e3cc4f1a7afa2a53cf72c89a0021855a373beb2d2e373757,6e4d9cbf4d0888eb2887223f0b2fc79347c7ef28baa8d4d236d4a7743e028a97
not_preferred,no,0.565530443605,0.508063954617,0.603841436264,0,0.010683,41,10,0.035697,50,397,397,276,276,none,,,,,experiments/submissions/submission_v1863s_v1848g_alpha0p25_scoreblend_private.csv,experiments/submissions/submission_v1863s_v1848g_alpha0p25_scoreblend_public.csv,8e14c74ce64912a8e3cc4f1a7afa2a53cf72c89a0021855a373beb2d2e373757,6e4d9cbf4d0888eb2887223f0b2fc79347c7ef28baa8d4d236d4a7743e028a97
not_preferred,no,0.565530443605,0.508063954617,0.603841436264,0,0.014616,41,10,0.039630,50,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1850g_alpha0p25_scoreblend_private.csv,experiments/submissions/submission_v1863_v1850g_alpha0p25_scoreblend_public.csv,cb3c4ecec28e07ae37c5f4b6453017269c29fd60ce56cc6ce75cca71d534c6f3,d176430feb4ec0f5c4ea2838e8a98eeacd87fa35df78d8a0e3ae170efc48d05a
not_preferred,no,0.565530443605,0.508063954617,0.603841436264,0,0.014616,41,10,0.039630,50,397,397,276,276,none,,,,,experiments/submissions/submission_v1863m_v1850g_alpha0p25_scoreblend_private.csv,experiments/submissions/submission_v1863m_v1850g_alpha0p25_scoreblend_public.csv,cb3c4ecec28e07ae37c5f4b6453017269c29fd60ce56cc6ce75cca71d534c6f3,d176430feb4ec0f5c4ea2838e8a98eeacd87fa35df78d8a0e3ae170efc48d05a
not_preferred,no,0.564785826455,0.508063954617,0.602600407681,0,0.003867,10,10,0.028881,21,397,397,276,276,none,,,,,experiments/submissions/submission_v1863_v1846g_alpha0p25_scoreblend_private.csv,experiments/submissions/submission_v1863_v1846g_alpha0p25_scoreblend_public.csv,5b016f1d7fcaadcc8343c1d6d7d1eb74d8d9aedeb739b6307ef6d75cad4e40b1,86356203ae307e8f208797e05dbf3de4401cc006ebd6c903d2f40591edda3322
not_preferred,no,0.564785826455,0.508063954617,0.602600407681,0,0.003867,10,10,0.028881,21,397,397,276,276,none,,,,,experiments/submissions/submission_v1863y_v1846g_alpha0p25_scoreblend_private.csv,experiments/submissions/submission_v1863y_v1846g_alpha0p25_scoreblend_public.csv,5b016f1d7fcaadcc8343c1d6d7d1eb74d8d9aedeb739b6307ef6d75cad4e40b1,86356203ae307e8f208797e05dbf3de4401cc006ebd6c903d2f40591edda3322
not_preferred,no,0.555535055066,0.508063954617,0.587182455365,14,0.054541,91,24,0.075133,106,397,397,276,276,none,,,,,experiments/submissions/submission_v1400_ensemble_rerank_private.csv,experiments/submissions/submission_v1400_ensemble_rerank_public.csv,572e6c2744a38e6c144191b5266cdb0dc5d4c8c6e736fc0c665d9eb439e7479f,5fe8c502084f728e1f93828d35207c245fb488192dd0bbfe23a0b2fe29a124d3
not_preferred,no,0.555535055066,0.508063954617,0.587182455365,14,0.056178,92,24,0.076770,107,397,397,276,276,none,,,,,experiments/submissions/submission_v1500_v1400_plus_v1450_private.csv,experiments/submissions/submission_v1500_v1400_plus_v1450_public.csv,29df5fb493339601478a817745ab79334be54fea5900a08f67e0810a6a1cc09c,6147f4eea3a9af625d5a84d8585660a10cae24f6f775e1430d159f6bee048ac7
not_preferred,no,0.544007430963,0.508063954617,0.567969748527,14,0.025662,22,24,0.053221,42,397,397,276,276,none,,,,,experiments/submissions/submission_v1200_all_lynch_events_private.csv,experiments/submissions/submission_v1200_all_lynch_events_public.csv,ec9b7fb97ca04868b1e28f5f19e3525efd62d30c8e9e517cf49481f1afd633c2,095ba159d94a46d74a158f861fe526c6cc91439d2678b29f9a4d49629fb521ce
not_preferred,no,0.541926025807,0.508063954617,0.564500739934,14,0.021447,17,24,0.049007,37,397,397,276,276,none,,,,,experiments/submissions/submission_v1740c_selected_medium_anchor_werewolf_only_private.csv,experiments/submissions/submission_v1740c_selected_medium_anchor_werewolf_only_public.csv,fe6e83c0dc3e7d8a9eb379ba46797d19f72d82497ff91e00aa125c2ccd86e5d6,6773a79247196867805b698ba6fce8242515b0b025d411dbcd20ad232d507819
not_preferred,no,0.541666912742,0.448048431097,0.604079233838,87,0.093919,94,95,0.117503,110,397,397,276,276,none,,,,,experiments/submissions/submission_v98_private.csv,experiments/submissions/submission_v98_public.csv,f800d34092d0e4092457d0d6520b39f2be61ad3f39a8f4501a25a1b97910b9cf,d72e3a16ca0a8b85f6b66e7ca4abf9841afc0bea5c4f338dc71bd7846183db87
not_preferred,no,0.541666912742,0.448048431097,0.604079233838,93,0.106509,100,100,0.126395,115,397,397,276,276,none,,,,,experiments/submissions/submission_v97_private.csv,experiments/submissions/submission_v97_public.csv,91abaf50e116126a64863ea67014c75f79f362f5b25c2ebe2c139665879ba5ae,264f4b966d17bb0e84a7f0e3b102a1d9b4f94a17d16fa69624b0d3d89dce343c
not_preferred,no,0.540895111575,0.508063954617,0.562782549547,14,0.023581,21,24,0.051140,41,397,397,276,276,none,,,,,experiments/submissions/submission_v1220_dead_seer_divines_private.csv,experiments/submissions/submission_v1220_dead_seer_divines_public.csv,b3f78ab9d9c5df8531857c00568487ded6384f0958545ef5066f87e6e1687b25,cd2600db9b9b7ed0cd2d208f633f2d27c1f220c281eb58cf2d44003bb6d529c7
not_preferred,no,0.537561462444,0.508063954617,0.557226467662,0,0.005033,2,10,0.037781,24,397,397,276,276,none,,,,,experiments/submissions/submission_v1825e_g5_otto_pamela_ap_only_private.csv,experiments/submissions/submission_v1825e_g5_otto_pamela_ap_only_public.csv,14a72941ef6ddbb0db3967fe1d96155060bad030465c710ba509475fe2262bf3,203c26ae8bfe7d002072f4e0b072eb5f85f2b6dbd48f5c908afe58a2e44bfb32
not_preferred,no,0.537561462444,0.508063954617,0.557226467662,2,0.003778,2,8,0.029020,20,397,397,276,276,none,,,,,experiments/submissions/submission_v1825b_g29_friedel_white_repair_private.csv,experiments/submissions/submission_v1825b_g29_friedel_white_repair_public.csv,573abefa8e7b0da2dc42f62a671ccabe276cbe6159bc0a365f1cedc3be56b0db,2c02398adb17867218712de85dc8969e8800b1dc29ae07018717d9228487c3a4
not_preferred,no,0.537561462444,0.508063954617,0.557226467662,2,0.004151,2,12,0.036849,24,397,397,276,276,none,,,,,experiments/submissions/submission_v1827c_g18_liza_white_dieter_repair_private.csv,experiments/submissions/submission_v1827c_g18_liza_white_dieter_repair_public.csv,9f90a060c3efd01f7bfb1920e126945c18ff429e8e1809a6898bd191d5e5435c,b3704a5f72d26e5d60db8f338f5cfd37b472a8818410e8a32a43cec72a26e53a
not_preferred,no,0.537561462444,0.508063954617,0.557226467662,2,0.004912,2,8,0.027887,20,397,397,276,276,none,,,,,experiments/submissions/submission_v1827b_g27_peter_white_albin_repair_private.csv,experiments/submissions/submission_v1827b_g27_peter_white_albin_repair_public.csv,208d4af0088452c3696240bee260f3811ae983b341f3502bdd88c906ddf0f270,1a0a6be3ccc52d65c92e0f733e2d1b8d1e1a6406cba05ea0ab866e0a1b4c9ed8
